employee id,Timestamp,status,print_date
63,9/26/2023 8:17,In,10/14/2023
63,9/26/2023 16:57,Out,10/14/2023
63,9/27/2023 8:12,In,10/14/2023
63,9/27/2023 18:23,Out,10/14/2023
63,9/28/2023 8:19,In,10/14/2023
63,9/28/2023 16:49,Out,10/14/2023
51,9/25/2023 8:48,Out,10/14/2023
51,9/25/2023 17:48,In,10/14/2023
51,9/25/2023 17:48,In,10/14/2023
51,9/26/2023 9:20,Out,10/14/2023
51,9/26/2023 9:21,In,10/14/2023
51,9/28/2023 8:21,In,10/14/2023
52,9/26/2023 17:52,In,10/14/2023
52,9/27/2023 8:49,Out,10/14/2023
52,9/27/2023 17:46,In,10/14/2023
53,9/25/2023 7:50,In,10/14/2023
53,9/25/2023 16:31,Out,10/14/2023
53,9/26/2023 8:17,In,10/14/2023
53,9/27/2023 8:13,In,10/14/2023
54,9/26/2023 7:54,In,10/14/2023
54,9/26/2023 18:43,Out,10/14/2023
54,9/27/2023 7:50,In,10/14/2023
54,9/27/2023 18:39,Out,10/14/2023
54,9/28/2023 8:20,In,10/14/2023
54,9/28/2023 18:50,Out,10/14/2023
54,9/25/2023 17:49,In,10/14/2023
54,9/26/2023 9:15,Out,10/14/2023
54,9/28/2023 7:54,In,10/14/2023
54,9/28/2023 18:49,Out,10/14/2023
50,9/25/2023 7:49,In,10/14/2023
50,9/25/2023 16:49,Out,10/14/2023
50,9/26/2023 7:54,In,10/14/2023
50,9/26/2023 16:57,Out,10/14/2023
50,9/27/2023 8:14,In,10/14/2023
50,9/27/2023 16:57,Out,10/14/2023
49,9/25/2023 9:06,Out,10/14/2023
49,9/26/2023 7:45,In,10/14/2023
49,9/27/2023 7:50,In,10/14/2023
49,9/28/2023 17:48,In,10/14/2023
48,9/25/2023 17:49,In,10/14/2023
48,9/26/2023 17:52,In,10/14/2023
48,9/27/2023 9:04,Out,10/14/2023
48,9/27/2023 17:47,In,10/14/2023
48,9/28/2023 9:00,Out,10/14/2023
48,9/28/2023 17:59,In,10/14/2023
47,9/26/2023 8:19,In,10/14/2023
47,9/28/2023 7:54,In,10/14/2023
47,9/28/2023 16:55,Out,10/14/2023
46,9/26/2023 17:52,In,10/14/2023
46,9/27/2023 9:01,Out,10/14/2023
46,9/27/2023 17:47,In,10/14/2023
46,9/28/2023 9:00,Out,10/14/2023
46,9/28/2023 17:48,In,10/14/2023
45,9/25/2023 7:52,In,10/14/2023
45,9/28/2023 17:58,In,10/14/2023
44,9/26/2023 7:45,In,10/14/2023
44,9/26/2023 17:55,Out,10/14/2023
44,9/26/2023 17:55,Out,10/14/2023
44,9/27/2023 8:41,In,10/14/2023
44,9/27/2023 18:04,Out,10/14/2023
44,9/27/2023 18:04,Out,10/14/2023
44,9/28/2023 8:23,In,10/14/2023
44,9/28/2023 17:55,Out,10/14/2023
44,9/28/2023 17:55,Out,10/14/2023
36,9/26/2023 8:19,In,10/14/2023
36,9/27/2023 7:51,In,10/14/2023
42,9/25/2023 7:45,In,10/14/2023
42,9/26/2023 17:52,In,10/14/2023
42,9/27/2023 17:50,In,10/14/2023
42,9/28/2023 17:50,In,10/14/2023
42,9/28/2023 17:51,In,10/14/2023
43,9/25/2023 7:22,In,10/14/2023
43,9/25/2023 16:49,Out,10/14/2023
43,9/26/2023 7:38,In,10/14/2023
43,9/26/2023 16:48,Out,10/14/2023
43,9/28/2023 17:54,In,10/14/2023
26,9/25/2023 10:50,Out,10/14/2023
26,9/25/2023 10:50,Out,10/14/2023
26,9/25/2023 10:50,In,10/14/2023
26,9/25/2023 10:50,In,10/14/2023
26,9/25/2023 16:54,Out,10/14/2023
26,9/26/2023 10:53,In,10/14/2023
26,9/27/2023 10:33,In,10/14/2023
26,9/27/2023 16:50,Out,10/14/2023
26,9/28/2023 11:20,In,10/14/2023
26,9/28/2023 16:56,Out,10/14/2023
27,9/25/2023 8:12,In,10/14/2023
27,9/26/2023 8:19,In,10/14/2023
27,9/26/2023 16:40,Out,10/14/2023
27,9/27/2023 8:33,In,10/14/2023
27,9/27/2023 8:33,In,10/14/2023
27,9/27/2023 15:42,Out,10/14/2023
22,9/25/2023 7:51,In,10/14/2023
22,9/25/2023 17:50,Out,10/14/2023
22,9/26/2023 8:19,In,10/14/2023
22,9/26/2023 17:56,Out,10/14/2023
22,9/28/2023 8:47,In,10/14/2023
22,9/28/2023 8:47,In,10/14/2023
22,9/28/2023 16:38,Out,10/14/2023
20,9/25/2023 8:12,In,10/14/2023
20,9/25/2023 16:33,Out,10/14/2023
20,9/26/2023 8:20,In,10/14/2023
20,9/26/2023 16:32,Out,10/14/2023
20,9/27/2023 8:14,In,10/14/2023
20,9/27/2023 16:40,Out,10/14/2023
20,9/28/2023 11:02,In,10/14/2023
20,9/28/2023 17:41,Out,10/14/2023
19,9/25/2023 7:50,In,10/14/2023
19,9/25/2023 16:42,Out,10/14/2023
19,9/26/2023 7:53,In,10/14/2023
19,9/26/2023 16:39,Out,10/14/2023
19,9/27/2023 7:49,In,10/14/2023
19,9/27/2023 16:37,Out,10/14/2023
17,9/25/2023 7:35,Out,10/14/2023
17,9/25/2023 17:48,In,10/14/2023
17,9/26/2023 6:11,Out,10/14/2023
17,9/26/2023 17:51,In,10/14/2023
15,9/26/2023 17:52,Out,10/14/2023
15,9/26/2023 17:52,In,10/14/2023
15,9/27/2023 8:29,Out,10/14/2023
15,9/27/2023 17:46,In,10/14/2023
15,9/28/2023 8:10,In,10/14/2023
15,9/28/2023 8:10,Out,10/14/2023
15,9/28/2023 17:48,In,10/14/2023
142,9/25/2023 7:50,In,10/14/2023
142,9/25/2023 16:58,Out,10/14/2023
142,9/26/2023 8:18,In,10/14/2023
142,9/27/2023 8:12,In,10/14/2023
142,9/27/2023 16:59,Out,10/14/2023
142,9/28/2023 8:20,In,10/14/2023
142,9/28/2023 17:00,Out,10/14/2023
172,9/27/2023 9:23,Out,10/14/2023
172,9/27/2023 9:23,In,10/14/2023
172,9/27/2023 16:59,Out,10/14/2023
172,9/28/2023 7:54,In,10/14/2023
14,9/25/2023 7:30,Out,10/14/2023
14,9/25/2023 17:47,In,10/14/2023
14,9/26/2023 7:30,Out,10/14/2023
13,9/26/2023 17:52,In,10/14/2023
13,9/27/2023 7:00,Out,10/14/2023
13,9/27/2023 17:47,In,10/14/2023
13,9/28/2023 6:01,Out,10/14/2023
13,9/28/2023 17:49,In,10/14/2023
2,9/25/2023 7:48,In,10/14/2023
184,9/25/2023 7:09,In,10/14/2023
184,9/25/2023 7:10,In,10/14/2023
184,9/25/2023 16:59,Out,10/14/2023
184,9/26/2023 7:07,In,10/14/2023
184,9/26/2023 16:44,Out,10/14/2023
184,9/27/2023 7:11,In,10/14/2023
4,9/25/2023 16:52,Out,10/14/2023
4,9/26/2023 8:19,In,10/14/2023
4,9/26/2023 16:36,Out,10/14/2023
4,9/27/2023 8:14,In,10/14/2023
4,9/27/2023 16:37,Out,10/14/2023
37,9/28/2023 7:52,In,10/14/2023
37,9/28/2023 18:42,Out,10/14/2023
117,9/25/2023 7:24,In,10/14/2023
117,9/26/2023 7:29,In,10/14/2023
38,9/25/2023 8:44,Out,10/14/2023
38,9/25/2023 17:49,In,10/14/2023
40,9/26/2023 7:53,In,10/14/2023
40,9/26/2023 7:53,In,10/14/2023
40,9/27/2023 7:50,In,10/14/2023
40,9/27/2023 7:50,In,10/14/2023
40,9/28/2023 8:19,In,10/14/2023
40,9/28/2023 8:19,In,10/14/2023
41,9/26/2023 7:54,In,10/14/2023
41,9/26/2023 18:37,Out,10/14/2023
41,9/28/2023 8:21,In,10/14/2023
41,9/28/2023 18:39,Out,10/14/2023
29,9/25/2023 16:33,Out,10/14/2023
29,9/26/2023 10:34,In,10/14/2023
29,9/26/2023 18:04,Out,10/14/2023
29,9/28/2023 18:07,In,10/14/2023
171,9/27/2023 16:36,In,10/14/2023
171,9/28/2023 8:57,Out,10/14/2023
171,9/28/2023 16:50,In,10/14/2023
170,9/25/2023 16:38,Out,10/14/2023
170,9/26/2023 7:15,In,10/14/2023
170,9/26/2023 16:35,Out,10/14/2023
170,9/27/2023 7:50,In,10/14/2023
170,9/27/2023 16:32,Out,10/14/2023
170,9/28/2023 8:21,In,10/14/2023
170,9/28/2023 16:31,Out,10/14/2023
195,9/25/2023 7:09,In,10/14/2023
195,9/25/2023 17:09,Out,10/14/2023
195,9/26/2023 7:09,In,10/14/2023
195,9/26/2023 16:29,Out,10/14/2023
195,9/27/2023 7:13,In,10/14/2023
195,9/27/2023 16:17,Out,10/14/2023
195,9/28/2023 11:34,In,10/14/2023
195,9/28/2023 15:23,Out,10/14/2023
179,9/25/2023 8:13,In,10/14/2023
179,9/25/2023 16:34,Out,10/14/2023
179,9/26/2023 8:18,In,10/14/2023
179,9/26/2023 16:32,Out,10/14/2023
179,9/27/2023 7:50,In,10/14/2023
12,9/25/2023 7:51,In,10/14/2023
12,9/25/2023 16:16,Out,10/14/2023
12,9/25/2023 16:16,Out,10/14/2023
12,9/26/2023 7:55,In,10/14/2023
12,9/26/2023 16:28,Out,10/14/2023
12,9/26/2023 16:28,Out,10/14/2023
12,9/27/2023 7:51,In,10/14/2023
12,9/27/2023 17:07,Out,10/14/2023
11,9/25/2023 7:35,In,10/14/2023
11,9/25/2023 7:35,Out,10/14/2023
11,9/25/2023 17:51,In,10/14/2023
11,9/26/2023 17:51,In,10/14/2023
11,9/27/2023 7:00,Out,10/14/2023
10,9/25/2023 7:51,In,10/14/2023
10,9/25/2023 18:12,Out,10/14/2023
10,9/28/2023 19:50,In,10/14/2023
#N/A,9/27/2023 17:54,In,10/14/2023
#N/A,9/28/2023 7:29,Out,10/14/2023
#N/A,9/28/2023 17:49,In,10/14/2023
169,9/25/2023 16:13,In,10/14/2023
169,9/25/2023 16:13,In,10/14/2023
169,9/26/2023 16:16,In,10/14/2023
139,9/27/2023 7:49,In,10/14/2023
139,9/27/2023 17:50,Out,10/14/2023
139,9/28/2023 7:33,In,10/14/2023
139,9/28/2023 17:56,Out,10/14/2023
6,9/25/2023 7:47,Out,10/14/2023
6,9/25/2023 17:48,In,10/14/2023
6,9/26/2023 7:46,Out,10/14/2023
6,9/26/2023 17:51,In,10/14/2023
6,9/27/2023 9:50,Out,10/14/2023
5,9/25/2023 7:49,In,10/14/2023
5,9/25/2023 18:11,Out,10/14/2023
5,9/26/2023 7:53,In,10/14/2023
5,9/26/2023 7:53,In,10/14/2023
5,9/26/2023 18:10,Out,10/14/2023
5,9/28/2023 7:55,In,10/14/2023
5,9/28/2023 18:03,Out,10/14/2023
86,9/25/2023 8:12,In,10/14/2023
86,9/25/2023 16:34,Out,10/14/2023
86,9/26/2023 8:18,In,10/14/2023
86,9/26/2023 16:45,Out,10/14/2023
86,9/27/2023 8:14,In,10/14/2023
86,9/27/2023 16:34,Out,10/14/2023
86,9/28/2023 8:19,Out,10/14/2023
86,9/28/2023 8:19,In,10/14/2023
86,9/28/2023 8:19,In,10/14/2023
86,9/28/2023 16:33,Out,10/14/2023
163,9/25/2023 7:49,In,10/14/2023
163,9/25/2023 16:37,Out,10/14/2023
163,9/26/2023 7:14,In,10/14/2023
163,9/28/2023 8:19,In,10/14/2023
163,9/28/2023 16:42,Out,10/14/2023
162,9/27/2023 18:04,Out,10/14/2023
162,9/27/2023 18:04,In,10/14/2023
144,9/26/2023 7:48,Out,10/14/2023
144,9/26/2023 7:48,In,10/14/2023
144,9/27/2023 8:21,In,10/14/2023
168,9/25/2023 7:49,In,10/14/2023
168,9/25/2023 16:34,Out,10/14/2023
168,9/26/2023 7:15,In,10/14/2023
168,9/26/2023 16:36,In,10/14/2023
168,9/28/2023 8:44,In,10/14/2023
168,9/28/2023 16:30,Out,10/14/2023
104,9/25/2023 7:48,In,10/14/2023
104,9/26/2023 7:07,In,10/14/2023
104,9/26/2023 16:32,Out,10/14/2023
104,9/27/2023 7:51,In,10/14/2023
104,9/27/2023 16:40,Out,10/14/2023
104,9/28/2023 8:20,In,10/14/2023
104,9/28/2023 16:53,Out,10/14/2023
166,9/25/2023 8:12,In,10/14/2023
166,9/25/2023 16:15,Out,10/14/2023
159,9/25/2023 7:50,In,10/14/2023
159,9/25/2023 16:56,Out,10/14/2023
159,9/26/2023 7:14,In,10/14/2023
159,9/26/2023 17:00,Out,10/14/2023
159,9/27/2023 7:49,In,10/14/2023
159,9/27/2023 17:00,Out,10/14/2023
159,9/28/2023 7:53,In,10/14/2023
159,9/28/2023 7:53,In,10/14/2023
159,9/28/2023 16:58,Out,10/14/2023
167,9/25/2023 7:48,In,10/14/2023
167,9/25/2023 7:49,In,10/14/2023
167,9/25/2023 16:39,Out,10/14/2023
167,9/26/2023 7:14,In,10/14/2023
167,9/26/2023 17:01,Out,10/14/2023
167,9/27/2023 7:48,In,10/14/2023
167,9/27/2023 7:49,In,10/14/2023
167,9/27/2023 16:57,Out,10/14/2023
167,9/28/2023 8:19,In,10/14/2023
167,9/28/2023 8:19,In,10/14/2023
167,9/28/2023 17:00,Out,10/14/2023
206,9/27/2023 17:47,In,10/14/2023
206,9/28/2023 7:42,Out,10/14/2023
206,9/28/2023 17:49,In,10/14/2023
197,9/25/2023 7:49,In,10/14/2023
197,9/25/2023 18:19,Out,10/14/2023
197,9/28/2023 17:49,In,10/14/2023
198,9/25/2023 8:38,In,10/14/2023
198,9/25/2023 18:09,Out,10/14/2023
198,9/26/2023 8:46,In,10/14/2023
198,9/26/2023 8:46,In,10/14/2023
198,9/26/2023 16:33,Out,10/14/2023
198,9/27/2023 11:04,In,10/14/2023
198,9/27/2023 18:26,Out,10/14/2023
198,9/28/2023 10:59,In,10/14/2023
198,9/28/2023 18:06,Out,10/14/2023
199,9/25/2023 8:13,In,10/14/2023
199,9/25/2023 18:07,Out,10/14/2023
199,9/26/2023 8:19,In,10/14/2023
199,9/26/2023 18:05,Out,10/14/2023
199,9/27/2023 8:15,In,10/14/2023
199,9/27/2023 16:45,Out,10/14/2023
199,9/28/2023 8:21,In,10/14/2023
199,9/28/2023 18:06,Out,10/14/2023
200,9/25/2023 7:51,In,10/14/2023
200,9/27/2023 7:51,In,10/14/2023
200,9/28/2023 7:54,In,10/14/2023
200,9/28/2023 18:48,Out,10/14/2023
201,9/25/2023 8:12,In,10/14/2023
201,9/25/2023 16:36,Out,10/14/2023
201,9/26/2023 8:18,In,10/14/2023
201,9/26/2023 16:35,Out,10/14/2023
165,9/26/2023 7:15,In,10/14/2023
165,9/27/2023 7:49,In,10/14/2023
165,9/27/2023 7:49,In,10/14/2023
165,9/27/2023 16:33,Out,10/14/2023
165,9/28/2023 8:24,In,10/14/2023
165,9/28/2023 16:43,Out,10/14/2023
210,9/27/2023 8:00,In,10/14/2023
211,9/25/2023 8:11,In,10/14/2023
211,9/25/2023 16:33,Out,10/14/2023
211,9/27/2023 7:49,In,10/14/2023
211,9/27/2023 18:30,Out,10/14/2023
211,9/28/2023 7:55,In,10/14/2023
211,9/28/2023 17:00,Out,10/14/2023
212,9/27/2023 8:28,In,10/14/2023
212,9/27/2023 17:00,Out,10/14/2023
#N/A,9/25/2023 8:11,In,10/14/2023
#N/A,9/25/2023 20:39,Out,10/14/2023
#N/A,9/26/2023 8:17,In,10/14/2023
#N/A,9/26/2023 20:31,Out,10/14/2023
#N/A,9/28/2023 8:20,In,10/14/2023
#N/A,9/28/2023 16:58,Out,10/14/2023
#N/A,9/25/2023 8:45,In,10/14/2023
#N/A,9/27/2023 7:50,In,10/14/2023
#N/A,9/27/2023 18:30,Out,10/14/2023
#N/A,9/28/2023 8:20,In,10/14/2023
#N/A,9/28/2023 16:58,Out,10/14/2023
#N/A,9/25/2023 7:57,In,10/14/2023
#N/A,9/25/2023 16:48,Out,10/14/2023
#N/A,9/26/2023 7:16,In,10/14/2023
#N/A,9/26/2023 16:41,Out,10/14/2023
#N/A,9/27/2023 7:56,In,10/14/2023
#N/A,9/27/2023 16:55,Out,10/14/2023
#N/A,9/28/2023 7:53,In,10/14/2023
#N/A,9/28/2023 16:53,Out,10/14/2023
156,9/25/2023 17:01,Out,10/14/2023
155,9/25/2023 8:12,In,10/14/2023
155,9/26/2023 8:07,In,10/14/2023
155,9/28/2023 8:23,In,10/14/2023
154,9/26/2023 8:32,In,10/14/2023
154,9/27/2023 8:13,In,10/14/2023
154,9/28/2023 8:32,In,10/14/2023
153,9/28/2023 18:06,Out,10/14/2023
153,9/28/2023 18:06,Out,10/14/2023
152,9/25/2023 7:49,In,10/14/2023
152,9/25/2023 17:57,Out,10/14/2023
152,9/25/2023 17:57,Out,10/14/2023
152,9/26/2023 7:54,In,10/14/2023
152,9/26/2023 17:59,Out,10/14/2023
152,9/27/2023 7:49,In,10/14/2023
152,9/27/2023 18:10,Out,10/14/2023
151,9/25/2023 8:19,In,10/14/2023
151,9/26/2023 7:47,In,10/14/2023
151,9/26/2023 16:34,Out,10/14/2023
149,9/25/2023 8:09,In,10/14/2023
149,9/25/2023 16:34,Out,10/14/2023
149,9/26/2023 8:14,In,10/14/2023
149,9/26/2023 16:56,Out,10/14/2023
149,9/27/2023 8:13,In,10/14/2023
149,9/27/2023 15:08,Out,10/14/2023
148,9/25/2023 7:22,In,10/14/2023
148,9/25/2023 16:31,In,10/14/2023
148,9/25/2023 16:31,Out,10/14/2023
148,9/25/2023 16:31,Out,10/14/2023
148,9/26/2023 7:38,In,10/14/2023
148,9/26/2023 16:43,Out,10/14/2023
148,9/27/2023 8:00,In,10/14/2023
148,9/27/2023 16:58,Out,10/14/2023
148,9/28/2023 7:30,In,10/14/2023
148,9/28/2023 7:30,In,10/14/2023
148,9/28/2023 18:44,Out,10/14/2023
147,9/25/2023 7:15,In,10/14/2023
147,9/25/2023 16:30,Out,10/14/2023
147,9/26/2023 7:12,In,10/14/2023
147,9/26/2023 16:32,Out,10/14/2023
147,9/27/2023 7:46,In,10/14/2023
147,9/27/2023 7:46,In,10/14/2023
147,9/27/2023 16:24,Out,10/14/2023
146,9/25/2023 8:04,In,10/14/2023
146,9/25/2023 16:32,Out,10/14/2023
146,9/26/2023 8:09,In,10/14/2023
146,9/26/2023 16:37,Out,10/14/2023
146,9/27/2023 8:00,In,10/14/2023
146,9/27/2023 16:41,Out,10/14/2023
145,9/25/2023 8:13,In,10/14/2023
145,9/25/2023 16:33,Out,10/14/2023
145,9/26/2023 8:11,In,10/14/2023
145,9/26/2023 16:37,Out,10/14/2023
145,9/27/2023 7:59,In,10/14/2023
145,9/27/2023 16:37,In,10/14/2023
145,9/27/2023 16:37,In,10/14/2023
145,9/27/2023 16:38,In,10/14/2023
145,9/27/2023 16:38,Out,10/14/2023
143,9/25/2023 8:12,In,10/14/2023
143,9/25/2023 16:43,Out,10/14/2023
143,9/26/2023 7:53,In,10/14/2023
143,9/26/2023 16:38,Out,10/14/2023
143,9/28/2023 7:54,In,10/14/2023
143,9/28/2023 16:42,Out,10/14/2023
140,9/27/2023 8:01,In,10/14/2023
140,9/27/2023 16:31,Out,10/14/2023
140,9/28/2023 8:09,In,10/14/2023
140,9/28/2023 17:44,Out,10/14/2023
139,9/25/2023 7:50,In,10/14/2023
139,9/25/2023 16:54,Out,10/14/2023
139,9/26/2023 17:52,In,10/14/2023
139,9/27/2023 17:47,In,10/14/2023
138,9/25/2023 7:50,In,10/14/2023
138,9/25/2023 16:32,Out,10/14/2023
138,9/26/2023 7:54,In,10/14/2023
137,9/25/2023 8:11,In,10/14/2023
137,9/25/2023 16:47,Out,10/14/2023
137,9/26/2023 7:54,In,10/14/2023
137,9/26/2023 16:46,Out,10/14/2023
137,9/27/2023 8:12,In,10/14/2023
137,9/27/2023 16:44,Out,10/14/2023
136,9/27/2023 8:26,In,10/14/2023
136,9/27/2023 16:34,Out,10/14/2023
136,9/28/2023 8:32,In,10/14/2023
136,9/28/2023 16:37,Out,10/14/2023
134,9/25/2023 17:48,In,10/14/2023
134,9/26/2023 8:23,Out,10/14/2023
134,9/28/2023 7:53,In,10/14/2023
134,9/28/2023 16:53,Out,10/14/2023
134,9/28/2023 16:53,Out,10/14/2023
133,9/25/2023 8:46,Out,10/14/2023
133,9/25/2023 16:23,In,10/14/2023
133,9/27/2023 8:14,In,10/14/2023
133,9/27/2023 16:52,Out,10/14/2023
132,9/25/2023 8:11,In,10/14/2023
132,9/25/2023 16:42,Out,10/14/2023
132,9/26/2023 8:17,In,10/14/2023
132,9/26/2023 16:46,Out,10/14/2023
132,9/27/2023 8:13,In,10/14/2023
132,9/27/2023 16:48,Out,10/14/2023
131,9/27/2023 8:41,In,10/14/2023
131,9/27/2023 18:23,Out,10/14/2023
131,9/28/2023 7:53,In,10/14/2023
131,9/28/2023 14:45,Out,10/14/2023
130,9/25/2023 7:51,In,10/14/2023
130,9/25/2023 16:56,Out,10/14/2023
130,9/26/2023 8:19,In,10/14/2023
130,9/26/2023 16:52,Out,10/14/2023
130,9/28/2023 8:22,In,10/14/2023
130,9/28/2023 13:32,In,10/14/2023
130,9/28/2023 13:33,In,10/14/2023
130,9/28/2023 13:33,In,10/14/2023
130,9/28/2023 16:55,Out,10/14/2023
129,9/26/2023 17:52,In,10/14/2023
129,9/27/2023 17:47,In,10/14/2023
129,9/28/2023 17:48,In,10/14/2023
123,9/25/2023 8:11,In,10/14/2023
123,9/25/2023 16:38,Out,10/14/2023
123,9/26/2023 8:17,In,10/14/2023
123,9/26/2023 16:37,Out,10/14/2023
123,9/27/2023 8:12,In,10/14/2023
123,9/27/2023 16:46,Out,10/14/2023
123,9/28/2023 17:47,In,10/14/2023
124,9/26/2023 8:07,In,10/14/2023
124,9/26/2023 16:33,Out,10/14/2023
124,9/27/2023 8:13,In,10/14/2023
124,9/27/2023 16:33,Out,10/14/2023
124,9/28/2023 8:24,In,10/14/2023
124,9/28/2023 16:46,Out,10/14/2023
125,9/25/2023 8:21,In,10/14/2023
125,9/25/2023 16:49,Out,10/14/2023
125,9/27/2023 7:54,In,10/14/2023
125,9/27/2023 18:29,Out,10/14/2023
125,9/28/2023 17:44,In,10/14/2023
126,9/26/2023 17:58,In,10/14/2023
126,9/27/2023 8:34,Out,10/14/2023
126,9/27/2023 17:45,In,10/14/2023
126,9/28/2023 8:50,Out,10/14/2023
128,9/25/2023 9:14,Out,10/14/2023
128,9/25/2023 17:49,In,10/14/2023
128,9/26/2023 8:57,Out,10/14/2023
127,9/25/2023 16:56,Out,10/14/2023
127,9/26/2023 7:54,In,10/14/2023
127,9/26/2023 16:48,Out,10/14/2023
